2025-06-04 23:29:26.169100 | 192.168.1.90 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.205547 | 192.168.1.31 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.237393 | 192.168.1.128 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.274421 | 192.168.1.74 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.305804 | 192.168.1.62 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.338429 | 192.168.1.122 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.375346 | 192.168.1.213 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.414740 | 192.168.1.191 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.454852 | 192.168.1.89 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.498173 | 192.168.1.205 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.528615 | 192.168.1.196 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.557949 | 192.168.1.44 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.586532 | 192.168.1.248 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.636932 | 192.168.1.22 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.678113 | 192.168.1.30 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.712317 | 192.168.1.34 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.748982 | 192.168.1.244 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.780741 | 192.168.1.220 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.817888 | 192.168.1.71 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.850761 | 192.168.1.30 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.892534 | 192.168.1.129 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.939371 | 192.168.1.39 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.981254 | 192.168.1.163 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:27.017768 | 192.168.1.114 → 192.168.0.105 | Suspicious SYN packet
